rep,n,p,t
0,12000,128,0.006130
1,12000,128,0.002701
2,12000,128,0.002685
3,12000,128,0.002696
4,12000,128,0.002528
5,12000,128,0.002522
6,12000,128,0.002528
7,12000,128,0.002529
8,12000,128,0.002514
9,12000,128,0.002508
10,12000,128,0.002506
11,12000,128,0.002504
12,12000,128,0.002545
13,12000,128,0.002513
14,12000,128,0.002495
15,12000,128,0.002492
16,12000,128,0.002498
17,12000,128,0.002527
18,12000,128,0.002494
19,12000,128,0.002541
