rep,n,p,t
0,300,256,0.036272
1,300,256,0.000128
2,300,256,0.000104
3,300,256,0.000105
4,300,256,0.000102
5,300,256,0.000091
6,300,256,0.000099
7,300,256,0.000096
8,300,256,0.000097
9,300,256,0.000095
10,300,256,0.000098
11,300,256,0.000118
12,300,256,0.000094
13,300,256,0.000096
14,300,256,0.000097
15,300,256,0.000095
16,300,256,0.000148
17,300,256,0.000141
18,300,256,0.000097
19,300,256,0.000092
