rep,n,p,t
0,600,1,0.000689
1,600,1,0.000675
2,600,1,0.000677
3,600,1,0.000675
4,600,1,0.000675
5,600,1,0.000675
6,600,1,0.000682
7,600,1,0.000677
8,600,1,0.000677
9,600,1,0.000675
10,600,1,0.000674
11,600,1,0.000675
12,600,1,0.000679
13,600,1,0.000678
14,600,1,0.000675
15,600,1,0.000675
16,600,1,0.000674
17,600,1,0.000675
18,600,1,0.000679
19,600,1,0.000679
