rep,n,p,t
0,12000,8,0.035989
1,12000,8,0.035755
2,12000,8,0.035714
3,12000,8,0.035730
4,12000,8,0.035777
5,12000,8,0.035701
6,12000,8,0.035708
7,12000,8,0.035750
8,12000,8,0.035747
9,12000,8,0.035750
10,12000,8,0.035767
11,12000,8,0.035755
12,12000,8,0.035756
13,12000,8,0.035786
14,12000,8,0.035729
15,12000,8,0.035785
16,12000,8,0.035791
17,12000,8,0.035774
18,12000,8,0.035773
19,12000,8,0.035765
