rep,n,p,t
0,600,8,0.000253
1,600,8,0.000109
2,600,8,0.000103
3,600,8,0.000099
4,600,8,0.000101
5,600,8,0.000099
6,600,8,0.000098
7,600,8,0.000100
8,600,8,0.000103
9,600,8,0.000100
10,600,8,0.000098
11,600,8,0.000099
12,600,8,0.000099
13,600,8,0.000098
14,600,8,0.000099
15,600,8,0.000098
16,600,8,0.000098
17,600,8,0.000099
18,600,8,0.000098
19,600,8,0.000098
