rep,n,p,t
0,12000,128,0.012080
1,12000,128,0.008492
2,12000,128,0.008610
3,12000,128,0.008444
4,12000,128,0.008474
5,12000,128,0.008644
6,12000,128,0.008389
7,12000,128,0.008561
8,12000,128,0.008556
9,12000,128,0.008467
10,12000,128,0.008526
11,12000,128,0.008387
12,12000,128,0.008507
13,12000,128,0.008497
14,12000,128,0.008515
15,12000,128,0.008466
16,12000,128,0.008457
17,12000,128,0.008536
18,12000,128,0.008410
19,12000,128,0.008440
