rep,n,p,t
0,1200,128,0.003116
1,1200,128,0.000133
2,1200,128,0.000075
3,1200,128,0.000074
4,1200,128,0.000086
5,1200,128,0.000073
6,1200,128,0.000073
7,1200,128,0.000073
8,1200,128,0.000071
9,1200,128,0.000071
10,1200,128,0.000070
11,1200,128,0.000077
12,1200,128,0.000079
13,1200,128,0.000071
14,1200,128,0.000073
15,1200,128,0.000071
16,1200,128,0.000078
17,1200,128,0.000074
18,1200,128,0.000080
19,1200,128,0.000071
