rep,n,p,t
0,12000,8,0.179155
1,12000,8,0.178677
2,12000,8,0.178547
3,12000,8,0.178615
4,12000,8,0.222494
5,12000,8,0.194158
6,12000,8,0.178759
7,12000,8,0.178707
8,12000,8,0.178701
9,12000,8,0.178651
10,12000,8,0.178640
11,12000,8,0.178697
12,12000,8,0.178584
13,12000,8,0.178645
14,12000,8,0.178632
15,12000,8,0.207015
16,12000,8,0.213417
17,12000,8,0.178648
18,12000,8,0.178586
19,12000,8,0.178615
