rep,n,p,t
0,600,256,0.018355
1,600,256,0.000095
2,600,256,0.000063
3,600,256,0.000067
4,600,256,0.000062
5,600,256,0.000062
6,600,256,0.000061
7,600,256,0.000068
8,600,256,0.000061
9,600,256,0.000063
10,600,256,0.000061
11,600,256,0.000059
12,600,256,0.000070
13,600,256,0.000062
14,600,256,0.000066
15,600,256,0.000059
16,600,256,0.000060
17,600,256,0.000060
18,600,256,0.000064
19,600,256,0.000067
