rep,n,p,t
0,600,128,0.003707
1,600,128,0.000057
2,600,128,0.000064
3,600,128,0.000056
4,600,128,0.000074
5,600,128,0.000056
6,600,128,0.000060
7,600,128,0.000055
8,600,128,0.000067
9,600,128,0.000054
10,600,128,0.000058
11,600,128,0.000056
12,600,128,0.000058
13,600,128,0.000062
14,600,128,0.000061
15,600,128,0.000056
16,600,128,0.000060
17,600,128,0.000057
18,600,128,0.000057
19,600,128,0.000064
