rep,n,p,t
0,12000,256,0.022542
1,12000,256,0.004325
2,12000,256,0.004281
3,12000,256,0.004251
4,12000,256,0.004293
5,12000,256,0.004268
6,12000,256,0.004295
7,12000,256,0.004261
8,12000,256,0.004287
9,12000,256,0.004316
10,12000,256,0.004259
11,12000,256,0.004268
12,12000,256,0.004267
13,12000,256,0.004298
14,12000,256,0.004251
15,12000,256,0.004281
16,12000,256,0.004283
17,12000,256,0.004309
18,12000,256,0.004233
19,12000,256,0.004267
