p,n,m,time
32,100000000,200000000,0.985364
32,100000000,200000000,1.000666
32,100000000,200000000,0.992372
32,100000000,200000000,0.982200
32,100000000,200000000,0.981925
32,100000000,200000000,0.981140
32,100000000,200000000,0.981943
32,100000000,200000000,0.981500
32,100000000,200000000,0.982075
32,100000000,200000000,0.981844
