p,n,m,time
4,10000000,20000000,0.727258
4,10000000,20000000,0.738886
4,10000000,20000000,0.733163
4,10000000,20000000,0.729623
4,10000000,20000000,0.720893
4,10000000,20000000,0.721596
4,10000000,20000000,0.720613
4,10000000,20000000,0.723172
4,10000000,20000000,0.722832
4,10000000,20000000,0.719529
