p,n,m,time
16,10000000,20000000,0.182736
16,10000000,20000000,0.181363
16,10000000,20000000,0.181055
16,10000000,20000000,0.181171
16,10000000,20000000,0.181153
16,10000000,20000000,0.185305
16,10000000,20000000,0.181225
16,10000000,20000000,0.181096
16,10000000,20000000,0.181168
16,10000000,20000000,0.181165
