p,n,m,time
8,10000000,20000000,0.364488
8,10000000,20000000,0.360912
8,10000000,20000000,0.365480
8,10000000,20000000,0.368275
8,10000000,20000000,0.361619
8,10000000,20000000,0.369491
8,10000000,20000000,0.367255
8,10000000,20000000,0.361154
8,10000000,20000000,0.361210
8,10000000,20000000,0.361316
