p,n,m,time
2,10000000,20000000,1.452213
2,10000000,20000000,1.475607
2,10000000,20000000,1.450504
2,10000000,20000000,1.444800
2,10000000,20000000,1.438354
2,10000000,20000000,1.436436
2,10000000,20000000,1.436527
2,10000000,20000000,1.436113
2,10000000,20000000,1.443808
2,10000000,20000000,1.435828
