p,n,m,time
11,10000000,20000000,0.266225
11,10000000,20000000,0.263658
11,10000000,20000000,0.263938
11,10000000,20000000,0.266483
11,10000000,20000000,0.271865
11,10000000,20000000,0.263822
11,10000000,20000000,0.263755
11,10000000,20000000,0.269309
11,10000000,20000000,0.267749
11,10000000,20000000,0.262939
