p,n,m,time
11,100000000,200000000,2.898883
11,100000000,200000000,2.849986
11,100000000,200000000,2.833100
11,100000000,200000000,2.850556
11,100000000,200000000,2.822346
11,100000000,200000000,2.815302
11,100000000,200000000,2.812922
11,100000000,200000000,2.845197
11,100000000,200000000,2.809961
11,100000000,200000000,2.814822
