p,n,m,time
2,100000000,200000000,15.779647
2,100000000,200000000,15.433116
2,100000000,200000000,15.382130
2,100000000,200000000,15.431799
2,100000000,200000000,15.488451
2,100000000,200000000,15.378137
2,100000000,200000000,15.370259
2,100000000,200000000,15.417435
2,100000000,200000000,15.447190
2,100000000,200000000,15.401308
