p,n,m,time
4,100000000,200000000,7.830591
4,100000000,200000000,7.786158
4,100000000,200000000,7.817881
4,100000000,200000000,7.714343
4,100000000,200000000,7.739836
4,100000000,200000000,7.717526
4,100000000,200000000,7.702253
4,100000000,200000000,7.698950
4,100000000,200000000,7.691108
4,100000000,200000000,7.700977
