p,n,m,time
4,10000000,20000000,0.030222
4,10000000,20000000,0.016614
4,10000000,20000000,0.016647
4,10000000,20000000,0.016668
4,10000000,20000000,0.016659
4,10000000,20000000,0.020521
4,10000000,20000000,0.018132
4,10000000,20000000,0.018728
4,10000000,20000000,0.018939
4,10000000,20000000,0.018397
