p,n,m,time
11,100000000,200000000,0.158288
11,100000000,200000000,0.103736
11,100000000,200000000,0.111825
11,100000000,200000000,0.105745
11,100000000,200000000,0.113089
11,100000000,200000000,0.110555
11,100000000,200000000,0.119034
11,100000000,200000000,0.114101
11,100000000,200000000,0.098539
11,100000000,200000000,0.127676
