p,n,m,time
16,100000000,200000000,0.123431
16,100000000,200000000,0.093043
16,100000000,200000000,0.086332
16,100000000,200000000,0.094701
16,100000000,200000000,0.086161
16,100000000,200000000,0.090441
16,100000000,200000000,0.076491
16,100000000,200000000,0.090212
16,100000000,200000000,0.087027
16,100000000,200000000,0.084428
