p,n,m,time
32,100000000,200000000,0.083889
32,100000000,200000000,0.080834
32,100000000,200000000,0.076934
32,100000000,200000000,0.076988
32,100000000,200000000,0.071218
32,100000000,200000000,0.073782
32,100000000,200000000,0.079292
32,100000000,200000000,0.074406
32,100000000,200000000,0.078596
32,100000000,200000000,0.075588
