p,n,m,time
4,100000000,200000000,0.302620
4,100000000,200000000,0.206004
4,100000000,200000000,0.184477
4,100000000,200000000,0.196145
4,100000000,200000000,0.203579
4,100000000,200000000,0.194834
4,100000000,200000000,0.216155
4,100000000,200000000,0.205669
4,100000000,200000000,0.185722
4,100000000,200000000,0.213548
