p,n,m,time
8,100000000,200000000,0.196540
8,100000000,200000000,0.122315
8,100000000,200000000,0.101134
8,100000000,200000000,0.141396
8,100000000,200000000,0.117385
8,100000000,200000000,0.127240
8,100000000,200000000,0.120447
8,100000000,200000000,0.117661
8,100000000,200000000,0.136625
8,100000000,200000000,0.114271
