p,n,m,time
32,10000000,20000000,0.016178
32,10000000,20000000,0.008171
32,10000000,20000000,0.007402
32,10000000,20000000,0.008045
32,10000000,20000000,0.007899
32,10000000,20000000,0.007519
32,10000000,20000000,0.007886
32,10000000,20000000,0.008001
32,10000000,20000000,0.007741
32,10000000,20000000,0.007591
