p,n,m,time
4,100000000,200000000,0.464103
4,100000000,200000000,0.254394
4,100000000,200000000,0.254467
4,100000000,200000000,0.256231
4,100000000,200000000,0.256066
4,100000000,200000000,0.254147
4,100000000,200000000,0.254177
4,100000000,200000000,0.254561
4,100000000,200000000,0.254669
4,100000000,200000000,0.254736
