p,n,m,time
8,100000000,200000000,0.236215
8,100000000,200000000,0.159141
8,100000000,200000000,0.158630
8,100000000,200000000,0.158571
8,100000000,200000000,0.158898
8,100000000,200000000,0.158911
8,100000000,200000000,0.189900
8,100000000,200000000,0.147831
8,100000000,200000000,0.147994
8,100000000,200000000,0.148049
