p,n,m,time
16,100000000,200000000,0.134824
16,100000000,200000000,0.085547
16,100000000,200000000,0.086005
16,100000000,200000000,0.085882
16,100000000,200000000,0.090052
16,100000000,200000000,0.099761
16,100000000,200000000,0.101387
16,100000000,200000000,0.101431
16,100000000,200000000,0.100897
16,100000000,200000000,0.103736
