p,n,m,time
4,10000000,20000000,0.045777
4,10000000,20000000,0.025345
4,10000000,20000000,0.025451
4,10000000,20000000,0.025410
4,10000000,20000000,0.028956
4,10000000,20000000,0.031266
4,10000000,20000000,0.031092
4,10000000,20000000,0.031011
4,10000000,20000000,0.030993
4,10000000,20000000,0.030999
