p,n,m,time
32,10000000,20000000,0.010343
32,10000000,20000000,0.006479
32,10000000,20000000,0.006350
32,10000000,20000000,0.006351
32,10000000,20000000,0.006293
32,10000000,20000000,0.006301
32,10000000,20000000,0.006314
32,10000000,20000000,0.006290
32,10000000,20000000,0.006316
32,10000000,20000000,0.006300
