p,n,m,time
2,10000000,20000000,0.085231
2,10000000,20000000,0.046531
2,10000000,20000000,0.046604
2,10000000,20000000,0.046593
2,10000000,20000000,0.046514
2,10000000,20000000,0.046604
2,10000000,20000000,0.046649
2,10000000,20000000,0.046509
2,10000000,20000000,0.046462
2,10000000,20000000,0.046712
