p,n,m,time
2,100000000,200000000,0.890669
2,100000000,200000000,0.528117
2,100000000,200000000,0.527252
2,100000000,200000000,0.721807
2,100000000,200000000,0.654177
2,100000000,200000000,0.481309
2,100000000,200000000,0.478892
2,100000000,200000000,0.480553
2,100000000,200000000,0.478333
2,100000000,200000000,0.478127
