p,n,m,time
11,10000000,20000000,0.017886
11,10000000,20000000,0.010938
11,10000000,20000000,0.010922
11,10000000,20000000,0.010950
11,10000000,20000000,0.010953
11,10000000,20000000,0.010913
11,10000000,20000000,0.010935
11,10000000,20000000,0.010922
11,10000000,20000000,0.010908
11,10000000,20000000,0.010948
