p,n,m,time
16,10000000,20000000,0.013851
16,10000000,20000000,0.008445
16,10000000,20000000,0.008390
16,10000000,20000000,0.008415
16,10000000,20000000,0.008413
16,10000000,20000000,0.008419
16,10000000,20000000,0.008402
16,10000000,20000000,0.008418
16,10000000,20000000,0.008424
16,10000000,20000000,0.008422
